river_level,rainfall_rate,hour_of_day,month
1.51,0.1,0,7
1.51,0.1,1,7
1.51,0.1,2,7
1.51,0.1,3,7
1.51,0.1,4,7
1.51,0.16,5,7
1.51,0.26,6,7
1.51,0.36,7,7
1.51,0.47,8,7
1.51,0.52,9,7
1.51,0.57,10,7
1.51,0.62,11,7
1.51,0.68,12,7
1.51,0.78,13,7
1.51,1.82,14,7
1.51,2.08,15,7
1.51,1.56,16,7
1.51,1.04,17,7
1.51,0.78,18,7
1.51,0.62,19,7
1.51,0.52,20,7
1.51,0.42,21,7
1.51,0.31,22,7
1.51,0.21,23,7
1.51,0.04,0,7
1.51,0.04,1,7
1.51,0.04,2,7
1.51,0.04,3,7
1.51,0.04,4,7
1.51,0.05,5,7
1.51,0.09,6,7
1.51,0.12,7,7
1.51,0.16,8,7
1.51,0.18,9,7
1.51,0.2,10,7
1.51,0.21,11,7
1.51,0.23,12,7
1.51,0.27,13,7
1.51,0.62,14,7
1.51,0.71,15,7
1.51,0.53,16,7
1.51,0.36,17,7
1.51,0.27,18,7
1.51,0.21,19,7
1.51,0.18,20,7
1.51,0.14,21,7
1.51,0.11,22,7
1.51,0.07,23,7
1.51,0.02,0,7
1.51,0.02,1,7
1.51,0.02,2,7
1.51,0.02,3,7
1.51,0.02,4,7
1.51,0.03,5,7
1.51,0.05,6,7
1.51,0.07,7,7
1.51,0.09,8,7
1.51,0.1,9,7
1.51,0.11,10,7
1.51,0.12,11,7
1.51,0.13,12,7
1.51,0.15,13,7
1.51,0.36,14,7
1.51,0.41,15,7
1.51,0.31,16,7
1.51,0.2,17,7
1.51,0.15,18,7
1.51,0.12,19,7
1.51,0.1,20,7
1.51,0.08,21,7
1.51,0.06,22,7
1.51,0.04,23,7
1.51,0.0,0,7
1.51,0.0,1,7
1.51,0.0,2,7
1.51,0.0,3,7
1.51,0.0,4,7
1.51,0.0,5,7
1.51,0.0,6,7
1.51,0.01,7,7
1.51,0.01,8,7
1.51,0.01,9,7
1.51,0.01,10,7
1.51,0.01,11,7
1.51,0.01,12,7
1.51,0.01,13,7
1.51,0.03,14,7
1.51,0.03,15,7
1.51,0.02,16,7
1.51,0.01,17,7
1.51,0.01,18,7
1.51,0.01,19,7
1.51,0.01,20,7
1.51,0.01,21,7
1.51,0.0,22,7
1.51,0.0,23,7
1.51,0.0,0,7
1.51,0.0,1,7
1.51,0.0,2,7
1.51,0.0,3,7
1.51,0.0,4,7
1.51,0.0,5,7
1.51,0.01,6,7
1.51,0.01,7,7
1.51,0.01,8,7
1.51,0.01,9,7
1.51,0.01,10,7
1.51,0.01,11,7
1.51,0.01,12,7
1.51,0.02,13,7
1.51,0.04,14,7
1.51,0.04,15,7
1.51,0.03,16,7
1.51,0.02,17,7
1.51,0.02,18,7
1.51,0.01,19,7
1.51,0.01,20,7
1.51,0.01,21,7
1.51,0.01,22,7
1.51,0.0,23,7
1.51,0.01,0,7
1.51,0.01,1,7
1.51,0.01,2,7
1.51,0.01,3,7
1.51,0.01,4,7
1.51,0.02,5,7
1.51,0.03,6,7
1.51,0.04,7,7
1.51,0.05,8,7
1.51,0.06,9,7
1.51,0.06,10,7
1.51,0.07,11,7
1.51,0.08,12,7
1.51,0.09,13,7
1.51,0.2,14,7
1.51,0.23,15,7
1.51,0.17,16,7
1.51,0.12,17,7
1.51,0.09,18,7
1.51,0.07,19,7
1.51,0.06,20,7
1.51,0.05,21,7
1.51,0.03,22,7
1.51,0.02,23,7
1.51,0.07,0,7
1.51,0.07,1,7
1.51,0.07,2,7
1.51,0.07,3,7
1.51,0.07,4,7
1.51,0.11,5,7
1.51,0.19,6,7
1.51,0.26,7,7
1.51,0.34,8,7
1.51,0.37,9,7
1.51,0.41,10,7
1.51,0.45,11,7
1.51,0.49,12,7
1.51,0.56,13,7
1.51,1.31,14,7
1.51,1.5,15,7
1.51,1.12,16,7
1.51,0.75,17,7
1.51,0.56,18,7
1.51,0.45,19,7
1.51,0.37,20,7
1.51,0.3,21,7
1.51,0.22,22,7
1.51,0.15,23,7
1.51,0.05,0,7
1.51,0.05,1,7
1.51,0.05,2,7
1.51,0.05,3,7
1.51,0.05,4,7
1.51,0.07,5,7
1.51,0.12,6,7
1.51,0.17,7,7
1.51,0.22,8,7
1.51,0.25,9,7
1.51,0.27,10,7
1.51,0.3,11,7
1.51,0.32,12,7
1.51,0.37,13,7
1.51,0.87,14,7
1.51,0.99,15,7
1.51,0.74,16,7
1.51,0.49,17,7
1.51,0.37,18,7
1.51,0.3,19,7
1.51,0.25,20,7
1.51,0.2,21,7
1.51,0.15,22,7
1.51,0.1,23,7
1.51,0.23,0,7
1.51,0.23,1,7
1.51,0.23,2,7
1.51,0.23,3,7
1.51,0.23,4,7
1.51,0.34,5,7
1.51,0.56,6,7
1.51,0.79,7,7
1.51,1.01,8,7
1.51,1.13,9,7
1.51,1.24,10,7
1.51,1.35,11,7
1.51,1.47,12,7
1.51,1.69,13,7
1.51,3.95,14,7
1.51,4.51,15,7
1.51,3.38,16,7
1.51,2.25,17,7
1.51,1.69,18,7
1.51,1.35,19,7
1.51,1.13,20,7
1.51,0.9,21,7
1.51,0.68,22,7
1.51,0.45,23,7
1.5,0.01,0,7
1.5,0.01,1,7
1.5,0.01,2,7
1.5,0.01,3,7
1.5,0.01,4,7
1.5,0.02,5,7
1.5,0.03,6,7
1.5,0.05,7,7
1.5,0.06,8,7
1.5,0.07,9,7
1.5,0.07,10,7
1.5,0.08,11,7
1.5,0.09,12,7
1.5,0.1,13,7
1.5,0.23,14,7
1.5,0.26,15,7
1.5,0.2,16,7
1.5,0.13,17,7
1.5,0.1,18,7
1.5,0.08,19,7
1.5,0.07,20,7
1.5,0.05,21,7
1.5,0.04,22,7
1.5,0.03,23,7
1.5,0.09,0,7
1.5,0.09,1,7
1.5,0.09,2,7
1.5,0.09,3,7
1.5,0.09,4,7
1.5,0.13,5,7
1.5,0.22,6,7
1.5,0.3,7,7
1.5,0.39,8,7
1.5,0.43,9,7
1.5,0.48,10,7
1.5,0.52,11,7
1.5,0.56,12,7
1.5,0.65,13,7
1.5,1.51,14,7
1.5,1.73,15,7
1.5,1.3,16,7
1.5,0.87,17,7
1.5,0.65,18,7
1.5,0.52,19,7
1.5,0.43,20,7
1.5,0.35,21,7
1.5,0.26,22,7
1.5,0.17,23,7
1.5,0.15,0,7
1.5,0.15,1,7
1.5,0.15,2,7
1.5,0.15,3,7
1.5,0.15,4,7
1.5,0.23,5,7
1.5,0.38,6,7
1.5,0.53,7,7
1.5,0.68,8,7
1.5,0.76,9,7
1.5,0.84,10,7
1.5,0.91,11,7
1.5,0.99,12,7
1.5,1.14,13,7
1.5,2.66,14,7
1.5,3.04,15,7
1.5,2.28,16,7
1.5,1.52,17,7
1.5,1.14,18,7
1.5,0.91,19,7
1.5,0.76,20,7
1.5,0.61,21,7
1.5,0.46,22,7
1.5,0.3,23,7
1.5,0.01,0,7
1.5,0.01,1,7
1.5,0.01,2,7
1.5,0.01,3,7
1.5,0.01,4,7
1.5,0.01,5,7
1.5,0.01,6,7
1.5,0.02,7,7
1.5,0.02,8,7
1.5,0.03,9,7
1.5,0.03,10,7
1.5,0.03,11,7
1.5,0.03,12,7
1.5,0.04,13,7
1.5,0.09,14,7
1.5,0.1,15,7
1.5,0.08,16,7
1.5,0.05,17,7
1.5,0.04,18,7
1.5,0.03,19,7
1.5,0.03,20,7
1.5,0.02,21,7
1.5,0.02,22,7
1.5,0.01,23,7
1.5,0.0,0,7
1.5,0.0,1,7
1.5,0.0,2,7
1.5,0.0,3,7
1.5,0.0,4,7
1.5,0.0,5,7
1.5,0.0,6,7
1.5,0.01,7,7
1.5,0.01,8,7
1.5,0.01,9,7
1.5,0.01,10,7
1.5,0.01,11,7
1.5,0.01,12,7
1.5,0.01,13,7
1.5,0.03,14,7
1.5,0.03,15,7
1.5,0.02,16,7
1.5,0.01,17,7
1.5,0.01,18,7
1.5,0.01,19,7
1.5,0.01,20,7
1.5,0.01,21,7
1.5,0.0,22,7
1.5,0.0,23,7
1.5,0.03,0,7
1.5,0.03,1,7
1.5,0.03,2,7
1.5,0.03,3,7
1.5,0.03,4,7
1.5,0.04,5,7
1.5,0.07,6,7
1.5,0.09,7,7
1.5,0.12,8,7
1.5,0.13,9,7
1.5,0.14,10,7
1.5,0.16,11,7
1.5,0.17,12,7
1.5,0.2,13,7
1.5,0.46,14,7
1.5,0.52,15,7
1.5,0.39,16,7
1.5,0.26,17,7
1.5,0.2,18,7
1.5,0.16,19,7
1.5,0.13,20,7
1.5,0.1,21,7
1.5,0.08,22,7
1.5,0.05,23,7
1.5,0.01,0,7
1.5,0.01,1,7
1.5,0.01,2,7
1.5,0.01,3,7
1.5,0.01,4,7
1.5,0.01,5,7
1.5,0.02,6,7
1.5,0.02,7,7
1.5,0.03,8,7
1.5,0.03,9,7
1.5,0.04,10,7
1.5,0.04,11,7
1.5,0.04,12,7
1.5,0.05,13,7
1.5,0.11,14,7
1.5,0.13,15,7
1.5,0.1,16,7
1.5,0.07,17,7
1.5,0.05,18,7
1.5,0.04,19,7
1.5,0.03,20,7
1.5,0.03,21,7
1.5,0.02,22,7
1.5,0.01,23,7
1.5,0.02,0,7
1.5,0.02,1,7
1.5,0.02,2,7
1.5,0.02,3,7
1.5,0.02,4,7
1.5,0.02,5,7
1.5,0.04,6,7
1.5,0.06,7,7
1.5,0.07,8,7
1.5,0.08,9,7
1.5,0.09,10,7
1.5,0.1,11,7
1.5,0.1,12,7
1.5,0.12,13,7
1.5,0.28,14,7
1.5,0.32,15,7
1.5,0.24,16,7
1.5,0.16,17,7
1.5,0.12,18,7
1.5,0.1,19,7
1.5,0.08,20,7
1.5,0.06,21,7
1.5,0.05,22,7
1.5,0.03,23,7
1.5,0.03,0,7
1.5,0.03,1,7
1.5,0.03,2,7
1.5,0.03,3,7
1.5,0.03,4,7
1.5,0.04,5,7
1.5,0.07,6,7
1.5,0.09,7,7
1.5,0.12,8,7
1.5,0.13,9,7
1.5,0.14,10,7
1.5,0.16,11,7
1.5,0.17,12,7
1.5,0.2,13,7
1.5,0.46,14,7
1.5,0.52,15,7
1.5,0.39,16,7
1.5,0.26,17,7
1.5,0.2,18,7
1.5,0.16,19,7
1.5,0.13,20,7
1.5,0.1,21,7
1.5,0.08,22,7
1.5,0.05,23,7
1.5,0.01,0,7
1.5,0.01,1,7
1.5,0.01,2,7
1.5,0.01,3,7
1.5,0.01,4,7
1.5,0.01,5,7
1.5,0.02,6,7
1.5,0.02,7,7
1.5,0.03,8,7
1.5,0.03,9,7
1.5,0.04,10,7
1.5,0.04,11,7
1.5,0.04,12,7
1.5,0.05,13,7
1.5,0.11,14,7
1.5,0.13,15,7
1.5,0.1,16,7
1.5,0.07,17,7
1.5,0.05,18,7
1.5,0.04,19,7
1.5,0.03,20,7
1.5,0.03,21,7
1.5,0.02,22,7
1.5,0.01,23,7
1.5,0.03,0,7
1.5,0.03,1,7
1.5,0.03,2,7
1.5,0.03,3,7
1.5,0.03,4,7
1.5,0.05,5,7
1.5,0.08,6,7
1.5,0.11,7,7
1.5,0.14,8,7
1.5,0.16,9,7
1.5,0.17,10,7
1.5,0.19,11,7
1.5,0.2,12,7
1.5,0.23,13,7
1.5,0.55,14,7
1.5,0.63,15,7
1.5,0.47,16,7
1.5,0.31,17,7
1.5,0.23,18,7
1.5,0.19,19,7
1.5,0.16,20,7
1.5,0.13,21,7
1.5,0.09,22,7
1.5,0.06,23,7
1.5,0.0,0,8
1.5,0.0,1,8
1.5,0.0,2,8
1.5,0.0,3,8
1.5,0.0,4,8
1.5,0.01,5,8
1.5,0.01,6,8
1.5,0.02,7,8
1.5,0.02,8,8
1.5,0.02,9,8
1.5,0.02,10,8
1.5,0.03,11,8
1.5,0.03,12,8
1.5,0.03,13,8
1.5,0.08,14,8
1.5,0.09,15,8
1.5,0.07,16,8
1.5,0.04,17,8
1.5,0.03,18,8
1.5,0.03,19,8
1.5,0.02,20,8
1.5,0.02,21,8
1.5,0.01,22,8
1.5,0.01,23,8
1.5,0.11,0,8
1.5,0.11,1,8
1.5,0.11,2,8
1.5,0.11,3,8
1.5,0.11,4,8
1.5,0.16,5,8
1.5,0.27,6,8
1.5,0.37,7,8
1.5,0.48,8,8
1.5,0.53,9,8
1.5,0.59,10,8
1.5,0.64,11,8
1.5,0.69,12,8
1.5,0.8,13,8
1.5,1.87,14,8
1.5,2.14,15,8
1.5,1.6,16,8
1.5,1.07,17,8
1.5,0.8,18,8
1.5,0.64,19,8
1.5,0.53,20,8
1.5,0.43,21,8
1.5,0.32,22,8
1.5,0.21,23,8
1.51,0.02,0,8
1.51,0.02,1,8
1.51,0.02,2,8
1.51,0.02,3,8
1.51,0.02,4,8
1.51,0.03,5,8
1.51,0.04,6,8
1.51,0.06,7,8
1.51,0.08,8,8
1.51,0.09,9,8
1.51,0.1,10,8
1.51,0.1,11,8
1.51,0.11,12,8
1.51,0.13,13,8
1.51,0.31,14,8
1.51,0.35,15,8
1.51,0.26,16,8
1.51,0.17,17,8
1.51,0.13,18,8
1.51,0.1,19,8
1.51,0.09,20,8
1.51,0.07,21,8
1.51,0.05,22,8
1.51,0.03,23,8
1.51,0.06,0,8
1.51,0.06,1,8
1.51,0.06,2,8
1.51,0.06,3,8
1.51,0.06,4,8
1.51,0.08,5,8
1.51,0.14,6,8
1.51,0.19,7,8
1.51,0.25,8,8
1.51,0.28,9,8
1.51,0.3,10,8
1.51,0.33,11,8
1.51,0.36,12,8
1.51,0.41,13,8
1.51,0.97,14,8
1.51,1.11,15,8
1.51,0.83,16,8
1.51,0.55,17,8
1.51,0.41,18,8
1.51,0.33,19,8
1.51,0.28,20,8
1.51,0.22,21,8
1.51,0.17,22,8
1.51,0.11,23,8
1.5,0.08,0,8
1.5,0.08,1,8
1.5,0.08,2,8
1.5,0.08,3,8
1.5,0.08,4,8
1.5,0.13,5,8
1.5,0.21,6,8
1.5,0.29,7,8
1.5,0.38,8,8
1.5,0.42,9,8
1.5,0.46,10,8
1.5,0.5,11,8
1.5,0.54,12,8
1.5,0.63,13,8
1.5,1.46,14,8
1.5,1.67,15,8
1.5,1.25,16,8
1.5,0.84,17,8
1.5,0.63,18,8
1.5,0.5,19,8
1.5,0.42,20,8
1.5,0.33,21,8
1.5,0.25,22,8
1.5,0.17,23,8
1.51,0.01,0,8
1.51,0.01,1,8
1.51,0.01,2,8
1.51,0.01,3,8
1.51,0.01,4,8
1.51,0.01,5,8
1.51,0.01,6,8
1.51,0.02,7,8
1.51,0.03,8,8
1.51,0.03,9,8
1.51,0.03,10,8
1.51,0.03,11,8
1.51,0.04,12,8
1.51,0.04,13,8
1.51,0.1,14,8
1.51,0.12,15,8
1.51,0.09,16,8
1.51,0.06,17,8
1.51,0.04,18,8
1.51,0.03,19,8
1.51,0.03,20,8
1.51,0.02,21,8
1.51,0.02,22,8
1.51,0.01,23,8
1.51,0.09,0,8
1.51,0.09,1,8
1.51,0.09,2,8
1.51,0.09,3,8
1.51,0.09,4,8
1.51,0.13,5,8
1.51,0.22,6,8
1.51,0.31,7,8
1.51,0.4,8,8
1.51,0.44,9,8
1.51,0.48,10,8
1.51,0.53,11,8
1.51,0.57,12,8
1.51,0.66,13,8
1.51,1.54,14,8
1.51,1.76,15,8
1.51,1.32,16,8
1.51,0.88,17,8
1.51,0.66,18,8
1.51,0.53,19,8
1.51,0.44,20,8
1.51,0.35,21,8
1.51,0.26,22,8
1.51,0.18,23,8
1.51,0.03,0,8
1.51,0.03,1,8
1.51,0.03,2,8
1.51,0.03,3,8
1.51,0.03,4,8
1.51,0.04,5,8
1.51,0.07,6,8
1.51,0.1,7,8
1.51,0.12,8,8
1.51,0.14,9,8
1.51,0.15,10,8
1.51,0.17,11,8
1.51,0.18,12,8
1.51,0.21,13,8
1.51,0.48,14,8
1.51,0.55,15,8
1.51,0.41,16,8
1.51,0.28,17,8
1.51,0.21,18,8
1.51,0.17,19,8
1.51,0.14,20,8
1.51,0.11,21,8
1.51,0.08,22,8
1.51,0.06,23,8
1.51,0.08,0,8
1.51,0.08,1,8
1.51,0.08,2,8
1.51,0.08,3,8
1.51,0.08,4,8
1.51,0.12,5,8
1.51,0.2,6,8
1.51,0.29,7,8
1.51,0.37,8,8
1.51,0.41,9,8
1.51,0.45,10,8
1.51,0.49,11,8
1.51,0.53,12,8
1.51,0.61,13,8
1.51,1.43,14,8
1.51,1.63,15,8
1.51,1.22,16,8
1.51,0.81,17,8
1.51,0.61,18,8
1.51,0.49,19,8
1.51,0.41,20,8
1.51,0.33,21,8
1.51,0.24,22,8
1.51,0.16,23,8
1.51,0.13,0,8
1.51,0.13,1,8
1.51,0.13,2,8
1.51,0.13,3,8
1.51,0.13,4,8
1.51,0.19,5,8
1.51,0.32,6,8
1.51,0.45,7,8
1.51,0.57,8,8
1.51,0.64,9,8
1.51,0.7,10,8
1.51,0.76,11,8
1.51,0.83,12,8
1.51,0.95,13,8
1.51,2.23,14,8
1.51,2.55,15,8
1.51,1.91,16,8
1.51,1.27,17,8
1.51,0.95,18,8
1.51,0.76,19,8
1.51,0.64,20,8
1.51,0.51,21,8
1.51,0.38,22,8
1.51,0.25,23,8
1.51,0.09,0,8
1.51,0.09,1,8
1.51,0.09,2,8
1.51,0.09,3,8
1.51,0.09,4,8
1.51,0.14,5,8
1.51,0.23,6,8
1.51,0.32,7,8
1.51,0.41,8,8
1.51,0.45,9,8
1.51,0.5,10,8
1.51,0.55,11,8
1.51,0.59,12,8
1.51,0.68,13,8
1.51,1.59,14,8
1.51,1.82,15,8
1.51,1.36,16,8
1.51,0.91,17,8
1.51,0.68,18,8
1.51,0.55,19,8
1.51,0.45,20,8
1.51,0.36,21,8
1.51,0.27,22,8
1.51,0.18,23,8
1.51,0.34,0,8
1.51,0.34,1,8
1.51,0.34,2,8
1.51,0.34,3,8
1.51,0.34,4,8
1.51,0.51,5,8
1.51,0.85,6,8
1.51,1.19,7,8
1.51,1.53,8,8
1.51,1.71,9,8
1.51,1.88,10,8
1.51,2.05,11,8
1.51,2.22,12,8
1.51,2.56,13,8
1.51,5.97,14,8
1.51,6.82,15,8
1.51,5.12,16,8
1.51,3.41,17,8
1.51,2.56,18,8
1.51,2.05,19,8
1.51,1.71,20,8
1.51,1.36,21,8
1.51,1.02,22,8
1.51,0.68,23,8
1.51,0.21,0,8
1.51,0.21,1,8
1.51,0.21,2,8
1.51,0.21,3,8
1.51,0.21,4,8
1.51,0.31,5,8
1.51,0.51,6,8
1.51,0.72,7,8
1.51,0.92,8,8
1.51,1.03,9,8
1.51,1.13,10,8
1.51,1.23,11,8
1.51,1.33,12,8
1.51,1.54,13,8
1.51,3.59,14,8
1.51,4.1,15,8
1.51,3.08,16,8
1.51,2.05,17,8
1.51,1.54,18,8
1.51,1.23,19,8
1.51,1.03,20,8
1.51,0.82,21,8
1.51,0.62,22,8
1.51,0.41,23,8
1.52,0.06,0,8
1.52,0.06,1,8
1.52,0.06,2,8
1.52,0.06,3,8
1.52,0.06,4,8
1.52,0.1,5,8
1.52,0.16,6,8
1.52,0.22,7,8
1.52,0.29,8,8
1.52,0.32,9,8
1.52,0.35,10,8
1.52,0.38,11,8
1.52,0.42,12,8
1.52,0.48,13,8
1.52,1.12,14,8
1.52,1.28,15,8
1.52,0.96,16,8
1.52,0.64,17,8
1.52,0.48,18,8
1.52,0.38,19,8
1.52,0.32,20,8
1.52,0.26,21,8
1.52,0.19,22,8
1.52,0.13,23,8
1.52,0.1,0,8
1.52,0.1,1,8
1.52,0.1,2,8
1.52,0.1,3,8
1.52,0.1,4,8
1.52,0.15,5,8
1.52,0.25,6,8
1.52,0.35,7,8
1.52,0.45,8,8
1.52,0.51,9,8
1.52,0.56,10,8
1.52,0.61,11,8
1.52,0.66,12,8
1.52,0.76,13,8
1.52,1.77,14,8
1.52,2.02,15,8
1.52,1.52,16,8
1.52,1.01,17,8
1.52,0.76,18,8
1.52,0.61,19,8
1.52,0.51,20,8
1.52,0.4,21,8
1.52,0.3,22,8
1.52,0.2,23,8
1.51,0.09,0,8
1.51,0.09,1,8
1.51,0.09,2,8
1.51,0.09,3,8
1.51,0.09,4,8
1.51,0.14,5,8
1.51,0.24,6,8
1.51,0.33,7,8
1.51,0.43,8,8
1.51,0.47,9,8
1.51,0.52,10,8
1.51,0.57,11,8
1.51,0.61,12,8
1.51,0.71,13,8
1.51,1.65,14,8
1.51,1.89,15,8
1.51,1.42,16,8
1.51,0.95,17,8
1.51,0.71,18,8
1.51,0.57,19,8
1.51,0.47,20,8
1.51,0.38,21,8
1.51,0.28,22,8
1.51,0.19,23,8
1.51,0.24,0,8
1.51,0.24,1,8
1.51,0.24,2,8
1.51,0.24,3,8
1.51,0.24,4,8
1.51,0.36,5,8
1.51,0.6,6,8
1.51,0.84,7,8
1.51,1.08,8,8
1.51,1.2,9,8
1.51,1.32,10,8
1.51,1.44,11,8
1.51,1.56,12,8
1.51,1.81,13,8
1.51,4.21,14,8
1.51,4.81,15,8
1.51,3.61,16,8
1.51,2.41,17,8
1.51,1.81,18,8
1.51,1.44,19,8
1.51,1.2,20,8
1.51,0.96,21,8
1.51,0.72,22,8
1.51,0.48,23,8
1.52,0.01,0,8
1.52,0.01,1,8
1.52,0.01,2,8
1.52,0.01,3,8
1.52,0.01,4,8
1.52,0.02,5,8
1.52,0.04,6,8
1.52,0.05,7,8
1.52,0.07,8,8
1.52,0.07,9,8
1.52,0.08,10,8
1.52,0.09,11,8
1.52,0.09,12,8
1.52,0.11,13,8
1.52,0.25,14,8
1.52,0.29,15,8
1.52,0.22,16,8
1.52,0.15,17,8
1.52,0.11,18,8
1.52,0.09,19,8
1.52,0.07,20,8
1.52,0.06,21,8
1.52,0.04,22,8
1.52,0.03,23,8
1.52,0.03,0,8
1.52,0.03,1,8
1.52,0.03,2,8
1.52,0.03,3,8
1.52,0.03,4,8
1.52,0.05,5,8
1.52,0.09,6,8
1.52,0.12,7,8
1.52,0.16,8,8
1.52,0.17,9,8
1.52,0.19,10,8
1.52,0.21,11,8
1.52,0.23,12,8
1.52,0.26,13,8
1.52,0.61,14,8
1.52,0.7,15,8
1.52,0.52,16,8
1.52,0.35,17,8
1.52,0.26,18,8
1.52,0.21,19,8
1.52,0.17,20,8
1.52,0.14,21,8
1.52,0.1,22,8
1.52,0.07,23,8
1.51,0.02,0,8
1.51,0.02,1,8
1.51,0.02,2,8
1.51,0.02,3,8
1.51,0.02,4,8
1.51,0.02,5,8
1.51,0.04,6,8
1.51,0.05,7,8
1.51,0.07,8,8
1.51,0.08,9,8
1.51,0.08,10,8
1.51,0.09,11,8
1.51,0.1,12,8
1.51,0.11,13,8
1.51,0.27,14,8
1.51,0.31,15,8
1.51,0.23,16,8
1.51,0.15,17,8
1.51,0.11,18,8
1.51,0.09,19,8
1.51,0.08,20,8
1.51,0.06,21,8
1.51,0.05,22,8
1.51,0.03,23,8
1.51,0.01,0,8
1.51,0.01,1,8
1.51,0.01,2,8
1.51,0.01,3,8
1.51,0.01,4,8
1.51,0.01,5,8
1.51,0.02,6,8
1.51,0.03,7,8
1.51,0.04,8,8
1.51,0.05,9,8
1.51,0.05,10,8
1.51,0.06,11,8
1.51,0.06,12,8
1.51,0.07,13,8
1.51,0.17,14,8
1.51,0.19,15,8
1.51,0.14,16,8
1.51,0.09,17,8
1.51,0.07,18,8
1.51,0.06,19,8
1.51,0.05,20,8
1.51,0.04,21,8
1.51,0.03,22,8
1.51,0.02,23,8
1.51,0.01,0,8
1.51,0.01,1,8
1.51,0.01,2,8
1.51,0.01,3,8
1.51,0.01,4,8
1.51,0.01,5,8
1.51,0.02,6,8
1.51,0.03,7,8
1.51,0.04,8,8
1.51,0.04,9,8
1.51,0.04,10,8
1.51,0.05,11,8
1.51,0.05,12,8
1.51,0.06,13,8
1.51,0.14,14,8
1.51,0.16,15,8
1.51,0.12,16,8
1.51,0.08,17,8
1.51,0.06,18,8
1.51,0.05,19,8
1.51,0.04,20,8
1.51,0.03,21,8
1.51,0.02,22,8
1.51,0.02,23,8
1.51,0.01,0,8
1.51,0.01,1,8
1.51,0.01,2,8
1.51,0.01,3,8
1.51,0.01,4,8
1.51,0.01,5,8
1.51,0.01,6,8
1.51,0.02,7,8
1.51,0.03,8,8
1.51,0.03,9,8
1.51,0.03,10,8
1.51,0.03,11,8
1.51,0.04,12,8
1.51,0.04,13,8
1.51,0.1,14,8
1.51,0.12,15,8
1.51,0.09,16,8
1.51,0.06,17,8
1.51,0.04,18,8
1.51,0.03,19,8
1.51,0.03,20,8
1.51,0.02,21,8
1.51,0.02,22,8
1.51,0.01,23,8
1.51,0.01,0,8
1.51,0.01,1,8
1.51,0.01,2,8
1.51,0.01,3,8
1.51,0.01,4,8
1.51,0.02,5,8
1.51,0.03,6,8
1.51,0.04,7,8
1.51,0.06,8,8
1.51,0.06,9,8
1.51,0.07,10,8
1.51,0.07,11,8
1.51,0.08,12,8
1.51,0.09,13,8
1.51,0.22,14,8
1.51,0.25,15,8
1.51,0.19,16,8
1.51,0.12,17,8
1.51,0.09,18,8
1.51,0.07,19,8
1.51,0.06,20,8
1.51,0.05,21,8
1.51,0.04,22,8
1.51,0.02,23,8
1.51,0.19,0,8
1.51,0.19,1,8
1.51,0.19,2,8
1.51,0.19,3,8
1.51,0.19,4,8
1.51,0.28,5,8
1.51,0.47,6,8
1.51,0.66,7,8
1.51,0.84,8,8
1.51,0.94,9,8
1.51,1.03,10,8
1.51,1.13,11,8
1.51,1.22,12,8
1.51,1.41,13,8
1.51,3.28,14,8
1.51,3.75,15,8
1.51,2.81,16,8
1.51,1.88,17,8
1.51,1.41,18,8
1.51,1.13,19,8
1.51,0.94,20,8
1.51,0.75,21,8
1.51,0.56,22,8
1.51,0.38,23,8
1.51,0.06,0,8
1.51,0.06,1,8
1.51,0.06,2,8
1.51,0.06,3,8
1.51,0.06,4,8
1.51,0.1,5,8
1.51,0.16,6,8
1.51,0.23,7,8
1.51,0.29,8,8
1.51,0.32,9,8
1.51,0.36,10,8
1.51,0.39,11,8
1.51,0.42,12,8
1.51,0.49,13,8
1.51,1.13,14,8
1.51,1.29,15,8
1.51,0.97,16,8
1.51,0.65,17,8
1.51,0.49,18,8
1.51,0.39,19,8
1.51,0.32,20,8
1.51,0.26,21,8
1.51,0.19,22,8
1.51,0.13,23,8
1.51,0.14,0,8
1.51,0.14,1,8
1.51,0.14,2,8
1.51,0.14,3,8
1.51,0.14,4,8
1.51,0.21,5,8
1.51,0.34,6,8
1.51,0.48,7,8
1.51,0.62,8,8
1.51,0.68,9,8
1.51,0.75,10,8
1.51,0.82,11,8
1.51,0.89,12,8
1.51,1.03,13,8
1.51,2.39,14,8
1.51,2.73,15,8
1.51,2.05,16,8
1.51,1.37,17,8
1.51,1.03,18,8
1.51,0.82,19,8
1.51,0.68,20,8
1.51,0.55,21,8
1.51,0.41,22,8
1.51,0.27,23,8
1.51,0.03,0,8
1.51,0.03,1,8
1.51,0.03,2,8
1.51,0.03,3,8
1.51,0.03,4,8
1.51,0.04,5,8
1.51,0.07,6,8
1.51,0.1,7,8
1.51,0.12,8,8
1.51,0.14,9,8
1.51,0.15,10,8
1.51,0.17,11,8
1.51,0.18,12,8
1.51,0.21,13,8
1.51,0.48,14,8
1.51,0.55,15,8
1.51,0.41,16,8
1.51,0.28,17,8
1.51,0.21,18,8
1.51,0.17,19,8
1.51,0.14,20,8
1.51,0.11,21,8
1.51,0.08,22,8
1.51,0.06,23,8
1.52,0.12,0,8
1.52,0.12,1,8
1.52,0.12,2,8
1.52,0.12,3,8
1.52,0.12,4,8
1.52,0.18,5,8
1.52,0.3,6,8
1.52,0.43,7,8
1.52,0.55,8,8
1.52,0.61,9,8
1.52,0.67,10,8
1.52,0.73,11,8
